"mesh_id","project_id","project_name","research_area","source_status","reviewed_status","action","include_in_dated_capture_baseline","include_in_default_reviewed_future","exclude_superseded","exclude_duplicate_in_future","disputed_source_version_excluded_from_strict_mode","evidence_note","source_urls"
"103-1093","lakeview-master","Lakeview Village","waterfront","Proposed","Infrastructure and first residential phase under construction","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","SP 22 56 is identified only as Lakeview Village in the source. Do not assign these meshes to Harbourwalk, Aquanova or Birch without an official block/file crosswalk. No evidence of cancellation was found.","https://www.mississauga.ca/projects-and-strategies/city-projects/lakeview-waterfront-area-redevelopment/lakeview-village/ ; https://www.sasaki.com/projects/lakeview-village-master-plan/"
"103-1094","lakeview-master","Lakeview Village","waterfront","Proposed","Infrastructure and first residential phase under construction","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","SP 22 56 is identified only as Lakeview Village in the source. Do not assign these meshes to Harbourwalk, Aquanova or Birch without an official block/file crosswalk. No evidence of cancellation was found.","https://www.mississauga.ca/projects-and-strategies/city-projects/lakeview-waterfront-area-redevelopment/lakeview-village/ ; https://www.sasaki.com/projects/lakeview-village-master-plan/"
"103-1095","lakeview-master","Lakeview Village","waterfront","Proposed","Infrastructure and first residential phase under construction","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","SP 22 82 is identified only as Lakeview Village in the source. Do not assign these meshes to Harbourwalk, Aquanova or Birch without an official block/file crosswalk. No evidence of cancellation was found.","https://www.mississauga.ca/projects-and-strategies/city-projects/lakeview-waterfront-area-redevelopment/lakeview-village/ ; https://www.sasaki.com/projects/lakeview-village-master-plan/"
"103-1096","lakeview-master","Lakeview Village","waterfront","Proposed","Infrastructure and first residential phase under construction","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","SP 22 82 is identified only as Lakeview Village in the source. Do not assign these meshes to Harbourwalk, Aquanova or Birch without an official block/file crosswalk. No evidence of cancellation was found.","https://www.mississauga.ca/projects-and-strategies/city-projects/lakeview-waterfront-area-redevelopment/lakeview-village/ ; https://www.sasaki.com/projects/lakeview-village-master-plan/"
"103-1097","lakeview-master","Lakeview Village","waterfront","Proposed","Infrastructure and first residential phase under construction","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","SP 22 82 is identified only as Lakeview Village in the source. Do not assign these meshes to Harbourwalk, Aquanova or Birch without an official block/file crosswalk. No evidence of cancellation was found.","https://www.mississauga.ca/projects-and-strategies/city-projects/lakeview-waterfront-area-redevelopment/lakeview-village/ ; https://www.sasaki.com/projects/lakeview-village-master-plan/"
"103-1098","lakeview-master","Lakeview Village","waterfront","Proposed","Infrastructure and first residential phase under construction","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","SP 22 82 is identified only as Lakeview Village in the source. Do not assign these meshes to Harbourwalk, Aquanova or Birch without an official block/file crosswalk. No evidence of cancellation was found.","https://www.mississauga.ca/projects-and-strategies/city-projects/lakeview-waterfront-area-redevelopment/lakeview-village/ ; https://www.sasaki.com/projects/lakeview-village-master-plan/"
"103-1099","lakeview-master","Lakeview Village","waterfront","Proposed","Infrastructure and first residential phase under construction","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","SP 22 82 is identified only as Lakeview Village in the source. Do not assign these meshes to Harbourwalk, Aquanova or Birch without an official block/file crosswalk. No evidence of cancellation was found.","https://www.mississauga.ca/projects-and-strategies/city-projects/lakeview-waterfront-area-redevelopment/lakeview-village/ ; https://www.sasaki.com/projects/lakeview-village-master-plan/"
"103-1100","lakeview-master","Lakeview Village","waterfront","Proposed","Infrastructure and first residential phase under construction","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","SP 22 82 is identified only as Lakeview Village in the source. Do not assign these meshes to Harbourwalk, Aquanova or Birch without an official block/file crosswalk. No evidence of cancellation was found.","https://www.mississauga.ca/projects-and-strategies/city-projects/lakeview-waterfront-area-redevelopment/lakeview-village/ ; https://www.sasaki.com/projects/lakeview-village-master-plan/"
"103-1101","lakeview-master","Lakeview Village","waterfront","Proposed","Infrastructure and first residential phase under construction","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","SP 22 82 is identified only as Lakeview Village in the source. Do not assign these meshes to Harbourwalk, Aquanova or Birch without an official block/file crosswalk. No evidence of cancellation was found.","https://www.mississauga.ca/projects-and-strategies/city-projects/lakeview-waterfront-area-redevelopment/lakeview-village/ ; https://www.sasaki.com/projects/lakeview-village-master-plan/"
"103-1102","lakeview-master","Lakeview Village","waterfront","Proposed","Infrastructure and first residential phase under construction","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","SP 22 82 is identified only as Lakeview Village in the source. Do not assign these meshes to Harbourwalk, Aquanova or Birch without an official block/file crosswalk. No evidence of cancellation was found.","https://www.mississauga.ca/projects-and-strategies/city-projects/lakeview-waterfront-area-redevelopment/lakeview-village/ ; https://www.sasaki.com/projects/lakeview-village-master-plan/"
"22-14222","city-group-56","Lullaboo Bristol Campus","group-status","Proposed","Bristol campus operating; exact building completion date unknown","Retain source massing with cited caveat","Not separately specified","true","false","false","false","Correct operator spelling is Lullaboo. Official April 2026 parent manual includes Bristol campus at 1760 Bristol Road West. This supports campus operation; no precise opening date or as-built verification found.","https://lullaboo.ca/wp-content/uploads/2026/04/2026-Parent-Manual_REV-Apr-16-2026.pdf ; https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Issued_Building_Permits/FeatureServer/0/query?f=json&geometry=%7B%22x%22%3A+-79.70641050476435%2C+%22y%22%3A+43.58261083377271%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&inSR=4326&spatialRel=esriSpatialRelIntersects&distance=90&units=esriSRUnit_Meter&outFields=BuildingPermitNumber%2CIssuedDate%2CBuildingPermitType%2CBuildingPermitScope%2CAddress%2CApprovedUse%2CResidentialUnits%2CNonResidentialGFA_m2&outSR=4326&returnGeometry=true"
"63-6248","mcity-1-2","M City M1 and M2","downtown","Existing","completed","retain source geometry","true","true","false","false","false","The southeastern M City block beside Webb and Confederation matches the official community plan and the issued permit at 3883 Quartz Road. The source mesh measures 200.04 m vertically; the published architectural height is 200 m.","https://www.mcitycondos.com/assets/img/community/m6-community-map.jpg ; https://www.mcitycondos.com/construction.php ; https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Issued_Building_Permits/FeatureServer/0 ; https://www.skyscrapercenter.com/complex/2859"
"63-6252","mcity-1-2","M City M1 and M2","downtown","Existing","completed","retain source geometry","true","true","false","false","false","The northeastern M City block beside Burnhamthorpe and Confederation matches the official community plan. The municipal mesh measures 200.35 m vertically; this includes the source grade and roof conventions and is not identical to the published 199.2 m architectural height.","https://www.mcitycondos.com/assets/img/community/m6-community-map.jpg ; https://www.mcitycondos.com/construction.php ; https://www.skyscrapercenter.com/complex/2859"
"63-6249","mcity-3","M City M3","downtown","Under Construction","topped-out-partially-occupied","retain only as dated partial capture; full form missing","true","true","false","false","false","The 2024 LiDAR mesh captures only 107 m of vertical extent. The engineer and CTBUH confirm a full height of 260.29 m, and the developer reports crown completion and phased occupancy in spring 2026. The full submitted profile was not recovered. Extending the captured lower tower would invent its distinctive upper flare and crown.","https://www.mcitycondos.com/assets/img/community/m6-community-map.jpg ; https://www.mcitycondos.com/construction.php ; https://verticalurbanism.org/news-article/in-mississaugas-m-city-the-next-building-tops-out-at-260-meters/ ; https://andrewfisher.ca/portfolio/m3-at-mcity/"
"63-6173","mcity-6","M City M6","downtown","Proposed","proposed","retain municipal design; update storey reference","false","true","false","false","false","SP 22-145 at 3990 Redmond Road is described as 58 storeys in the City active-application register as of June 30, 2026. The municipal tower height attribute is 186.85 m. Preserve the exact source surfaces. This tower is spatially separate from M1, M2 and M3.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0 ; https://www.mcitycondos.com/assets/img/community/m6-community-map.jpg"
"63-6174","mcity-6","M City M6","downtown","Proposed","proposed","retain municipal design; update storey reference","false","true","false","false","false","SP 22-145 at 3990 Redmond Road is described as 58 storeys in the City active-application register as of June 30, 2026. The municipal tower height attribute is 186.85 m. Preserve the exact source surfaces. This tower is spatially separate from M1, M2 and M3.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0 ; https://www.mcitycondos.com/assets/img/community/m6-community-map.jpg"
"63-6170","mcity-7-8","M City M7 and M8","downtown","Proposed","proposed","retain source geometry","false","true","false","false","false","SP 24-30 at 3970 Redmond Road and 535 Webb Drive comprises a shared podium and two towers. The June 2026 active register confirms two condominium buildings. These meshes do not duplicate M1, M2 or M3. Assigning each individual name to the two tower components requires the latest labelled site plan.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0 ; https://www.mcitycondos.com/assets/img/community/m6-community-map.jpg"
"63-6171","mcity-7-8","M City M7 and M8","downtown","Proposed","proposed","retain source geometry","false","true","false","false","false","SP 24-30 at 3970 Redmond Road and 535 Webb Drive comprises a shared podium and two towers. The June 2026 active register confirms two condominium buildings. These meshes do not duplicate M1, M2 or M3. Assigning each individual name to the two tower components requires the latest labelled site plan.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0 ; https://www.mcitycondos.com/assets/img/community/m6-community-map.jpg"
"63-6172","mcity-7-8","M City M7 and M8","downtown","Proposed","proposed","retain source geometry","false","true","false","false","false","SP 24-30 at 3970 Redmond Road and 535 Webb Drive comprises a shared podium and two towers. The June 2026 active register confirms two condominium buildings. These meshes do not duplicate M1, M2 or M3. Assigning each individual name to the two tower components requires the latest labelled site plan.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0 ; https://www.mcitycondos.com/assets/img/community/m6-community-map.jpg"
"13-11417","city-group-68","Meadowvale Lane","inventory73-status","Proposed","Vacant development land; delivery unverified","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","2026 land marketing still describes vacant redevelopment land; receivership/lending records do not themselves cancel planning. The proposed 15 homes are not established as complete.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D78&outFields=*&outSR=4326&f=pjson ; https://www.zolo.ca/mississauga-real-estate/6532--6544-winston-churchill-boulevard ; https://www.loopnet.ca/Listing/6532-6544-Winston-Churchill-Blvd-Mississauga-ON/34973347/"
"13-11418","city-group-68","Meadowvale Lane","inventory73-status","Proposed","Vacant development land; delivery unverified","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","2026 land marketing still describes vacant redevelopment land; receivership/lending records do not themselves cancel planning. The proposed 15 homes are not established as complete.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D78&outFields=*&outSR=4326&f=pjson ; https://www.zolo.ca/mississauga-real-estate/6532--6544-winston-churchill-boulevard ; https://www.loopnet.ca/Listing/6532-6544-Winston-Churchill-Blvd-Mississauga-ON/34973347/"
"13-11419","city-group-68","Meadowvale Lane","inventory73-status","Proposed","Vacant development land; delivery unverified","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","2026 land marketing still describes vacant redevelopment land; receivership/lending records do not themselves cancel planning. The proposed 15 homes are not established as complete.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D78&outFields=*&outSR=4326&f=pjson ; https://www.zolo.ca/mississauga-real-estate/6532--6544-winston-churchill-boulevard ; https://www.loopnet.ca/Listing/6532-6544-Winston-Churchill-Blvd-Mississauga-ON/34973347/"
"13-11420","city-group-68","Meadowvale Lane","inventory73-status","Proposed","Vacant development land; delivery unverified","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","2026 land marketing still describes vacant redevelopment land; receivership/lending records do not themselves cancel planning. The proposed 15 homes are not established as complete.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D78&outFields=*&outSR=4326&f=pjson ; https://www.zolo.ca/mississauga-real-estate/6532--6544-winston-churchill-boulevard ; https://www.loopnet.ca/Listing/6532-6544-Winston-Churchill-Blvd-Mississauga-ON/34973347/"
"13-11421","city-group-68","Meadowvale Lane","inventory73-status","Proposed","Vacant development land; delivery unverified","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","2026 land marketing still describes vacant redevelopment land; receivership/lending records do not themselves cancel planning. The proposed 15 homes are not established as complete.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D78&outFields=*&outSR=4326&f=pjson ; https://www.zolo.ca/mississauga-real-estate/6532--6544-winston-churchill-boulevard ; https://www.loopnet.ca/Listing/6532-6544-Winston-Churchill-Blvd-Mississauga-ON/34973347/"
"13-11422","city-group-68","Meadowvale Lane","inventory73-status","Proposed","Vacant development land; delivery unverified","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","2026 land marketing still describes vacant redevelopment land; receivership/lending records do not themselves cancel planning. The proposed 15 homes are not established as complete.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D78&outFields=*&outSR=4326&f=pjson ; https://www.zolo.ca/mississauga-real-estate/6532--6544-winston-churchill-boulevard ; https://www.loopnet.ca/Listing/6532-6544-Winston-Churchill-Blvd-Mississauga-ON/34973347/"
"13-11423","city-group-68","Meadowvale Lane","inventory73-status","Proposed","Vacant development land; delivery unverified","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","2026 land marketing still describes vacant redevelopment land; receivership/lending records do not themselves cancel planning. The proposed 15 homes are not established as complete.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D78&outFields=*&outSR=4326&f=pjson ; https://www.zolo.ca/mississauga-real-estate/6532--6544-winston-churchill-boulevard ; https://www.loopnet.ca/Listing/6532-6544-Winston-Churchill-Blvd-Mississauga-ON/34973347/"
"13-11424","city-group-68","Meadowvale Lane","inventory73-status","Proposed","Vacant development land; delivery unverified","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","2026 land marketing still describes vacant redevelopment land; receivership/lending records do not themselves cancel planning. The proposed 15 homes are not established as complete.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D78&outFields=*&outSR=4326&f=pjson ; https://www.zolo.ca/mississauga-real-estate/6532--6544-winston-churchill-boulevard ; https://www.loopnet.ca/Listing/6532-6544-Winston-Churchill-Blvd-Mississauga-ON/34973347/"
"13-11425","city-group-68","Meadowvale Lane","inventory73-status","Proposed","Vacant development land; delivery unverified","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","2026 land marketing still describes vacant redevelopment land; receivership/lending records do not themselves cancel planning. The proposed 15 homes are not established as complete.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D78&outFields=*&outSR=4326&f=pjson ; https://www.zolo.ca/mississauga-real-estate/6532--6544-winston-churchill-boulevard ; https://www.loopnet.ca/Listing/6532-6544-Winston-Churchill-Blvd-Mississauga-ON/34973347/"
"13-11426","city-group-68","Meadowvale Lane","inventory73-status","Proposed","Vacant development land; delivery unverified","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","2026 land marketing still describes vacant redevelopment land; receivership/lending records do not themselves cancel planning. The proposed 15 homes are not established as complete.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D78&outFields=*&outSR=4326&f=pjson ; https://www.zolo.ca/mississauga-real-estate/6532--6544-winston-churchill-boulevard ; https://www.loopnet.ca/Listing/6532-6544-Winston-Churchill-Blvd-Mississauga-ON/34973347/"
"13-11427","city-group-68","Meadowvale Lane","inventory73-status","Proposed","Vacant development land; delivery unverified","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","2026 land marketing still describes vacant redevelopment land; receivership/lending records do not themselves cancel planning. The proposed 15 homes are not established as complete.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D78&outFields=*&outSR=4326&f=pjson ; https://www.zolo.ca/mississauga-real-estate/6532--6544-winston-churchill-boulevard ; https://www.loopnet.ca/Listing/6532-6544-Winston-Churchill-Blvd-Mississauga-ON/34973347/"
"13-11428","city-group-68","Meadowvale Lane","inventory73-status","Proposed","Vacant development land; delivery unverified","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","2026 land marketing still describes vacant redevelopment land; receivership/lending records do not themselves cancel planning. The proposed 15 homes are not established as complete.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D78&outFields=*&outSR=4326&f=pjson ; https://www.zolo.ca/mississauga-real-estate/6532--6544-winston-churchill-boulevard ; https://www.loopnet.ca/Listing/6532-6544-Winston-Churchill-Blvd-Mississauga-ON/34973347/"
"13-11429","city-group-68","Meadowvale Lane","inventory73-status","Proposed","Vacant development land; delivery unverified","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","2026 land marketing still describes vacant redevelopment land; receivership/lending records do not themselves cancel planning. The proposed 15 homes are not established as complete.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D78&outFields=*&outSR=4326&f=pjson ; https://www.zolo.ca/mississauga-real-estate/6532--6544-winston-churchill-boulevard ; https://www.loopnet.ca/Listing/6532-6544-Winston-Churchill-Blvd-Mississauga-ON/34973347/"
"13-11430","city-group-68","Meadowvale Lane","inventory73-status","Proposed","Vacant development land; delivery unverified","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","2026 land marketing still describes vacant redevelopment land; receivership/lending records do not themselves cancel planning. The proposed 15 homes are not established as complete.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D78&outFields=*&outSR=4326&f=pjson ; https://www.zolo.ca/mississauga-real-estate/6532--6544-winston-churchill-boulevard ; https://www.loopnet.ca/Listing/6532-6544-Winston-Churchill-Blvd-Mississauga-ON/34973347/"
"13-11431","city-group-68","Meadowvale Lane","inventory73-status","Proposed","Vacant development land; delivery unverified","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","2026 land marketing still describes vacant redevelopment land; receivership/lending records do not themselves cancel planning. The proposed 15 homes are not established as complete.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D78&outFields=*&outSR=4326&f=pjson ; https://www.zolo.ca/mississauga-real-estate/6532--6544-winston-churchill-boulevard ; https://www.loopnet.ca/Listing/6532-6544-Winston-Churchill-Blvd-Mississauga-ON/34973347/"
"72-6171","city-group-92","Metro Store No. 461","group-status","Proposed","Metro site work status unverified","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","Nearest municipal-site locator is 1585 Mississauga Valley Boulevard. Existing grocery-store operation cannot certify a specific SP 22 163 addition. No relevant indexed project-completion evidence found.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Issued_Building_Permits/FeatureServer/0/query?f=json&geometry=%7B%22x%22%3A+-79.62535321070291%2C+%22y%22%3A+43.592378382695856%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&inSR=4326&spatialRel=esriSpatialRelIntersects&distance=90&units=esriSRUnit_Meter&outFields=BuildingPermitNumber%2CIssuedDate%2CBuildingPermitType%2CBuildingPermitScope%2CAddress%2CApprovedUse%2CResidentialUnits%2CNonResidentialGFA_m2&outSR=4326&returnGeometry=true"
"63-6219","square-one-office","Offices at Square One District /Block 14","downtown","Proposed","proposed","Retain source massing with cited caveat","false","true","false","false","false","Candidate office-site match; preserve source geometry. Architectural height and final office design are unconfirmed.","https://livesquareonedistrict.com/the-offices/ ; https://www.investmississauga.ca/downtown/commercial-opportunities/offices-sq1-district/"
"63-6220","square-one-office","Offices at Square One District /Block 14","downtown","Proposed","proposed","Retain source massing with cited caveat","false","true","false","false","false","Candidate office-site match; preserve source geometry. Architectural height and final office design are unconfirmed.","https://livesquareonedistrict.com/the-offices/ ; https://www.investmississauga.ca/downtown/commercial-opportunities/offices-sq1-district/"
"63-6221","square-one-office","Offices at Square One District /Block 14","downtown","Proposed","proposed","Retain source massing with cited caveat","false","true","false","false","false","Candidate office-site match; preserve source geometry. Architectural height and final office design are unconfirmed.","https://livesquareonedistrict.com/the-offices/ ; https://www.investmississauga.ca/downtown/commercial-opportunities/offices-sq1-district/"
"73-4302","city-group-111","Pacific Way Residential Development","inventory73-status","Proposed","Application retained; current construction and completion unverified","Retain source massing with cited caveat","Not separately specified","true","false","false","false","January 2025 City amendment establishes one new 10-storey rental building; older two eight-storey concept differs. Existing two occupied apartments are retained and do not complete this infill project.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D36&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/wp-content/uploads/2025/01/15082533/MOPA183-jan-2025.pdf"
"73-4303","city-group-111","Pacific Way Residential Development","inventory73-status","Proposed","Application retained; current construction and completion unverified","Retain source massing with cited caveat","Not separately specified","true","false","false","false","January 2025 City amendment establishes one new 10-storey rental building; older two eight-storey concept differs. Existing two occupied apartments are retained and do not complete this infill project.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D36&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/wp-content/uploads/2025/01/15082533/MOPA183-jan-2025.pdf"
"63-6237","avia","Parkside Village Avia 1 and 2","downtown","Under Construction","completed-existing","reclassify completed; keep source capture","true","true","false","false","false","The mesh matches the issued permit at 430 Square One Drive and the adjoining Parkside parcel. The official November 2025 Amacon update confirms completion. Its 156.5 m vertical extent is dated captured geometry, not a verified architectural height.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Issued_Building_Permits/FeatureServer/0 ; https://www.lifeatparkside.com/post/voya-takes-shape-as-construction-reaches-new-heights"
"91-5029","mississauga-hospital","Peter Gilgan Mississauga Hospital / Shah Family Hospital","citywide","Proposed","Under construction","Retain source massing with cited caveat","Not separately specified","true","false","false","false","Hospital tower retained as future construction; completed garage belongs in existing context. City massing height 129.775 m is source geometry, not an independently verified maximum.","https://www.thp.ca/newsroom/Pages/2026/THP-marks-major-milestone-laying-the-foundation-at-Mississauga%E2%80%99s-future-hospital.aspx ; https://urbantoronto.ca/news/2026/04/cranes-foundations-underway-peter-gilgan-mississauga-hospital.60708 ; https://www.thp.ca/AR2025/A/documents/Trillium-Health-Partners-2025.pdf"
"91-5030","mississauga-hospital","Peter Gilgan Mississauga Hospital / Shah Family Hospital","construction-status","Under Construction","Completed and operating","Retain source massing with cited caveat","Not separately specified","true","false","false","false","THP 2025 audited financial statements identify the parking garage as operational in November 2024. This component is the garage, not the 22-storey future hospital.","https://www.thp.ca/AR2025/A/documents/Trillium-Health-Partners-2025.pdf"
"22-14233","watergarden","Pinnacle Uptown / Watergarden / Gemma","citywide","Proposed","Approved / phased delivery; individual completion unverified","Retain source massing with cited caveat","Not separately specified","true","false","false","false","Gemma storey counts vary by convention and reported completion was not independently verified. Treat source meshes as phased source massing; never resurrect old 50-storey concept.","https://urbantoronto.ca/forum/threads/toronto-pinnacle-uptown-watergarden-137-52m-38s-pinnacle-richmond-architects.28710/page-2 ; https://www7.mississauga.ca/documents/Business/Planning_Justification_Report_-_June_2018_0_and_5044_Hurontario_St.pdf"
"22-14234","watergarden","Pinnacle Uptown / Watergarden / Gemma","citywide","Proposed","Approved / phased delivery; individual completion unverified","Retain source massing with cited caveat","Not separately specified","true","false","false","false","Gemma storey counts vary by convention and reported completion was not independently verified. Treat source meshes as phased source massing; never resurrect old 50-storey concept.","https://urbantoronto.ca/forum/threads/toronto-pinnacle-uptown-watergarden-137-52m-38s-pinnacle-richmond-architects.28710/page-2 ; https://www7.mississauga.ca/documents/Business/Planning_Justification_Report_-_June_2018_0_and_5044_Hurontario_St.pdf"
"22-14235","watergarden","Pinnacle Uptown / Watergarden / Gemma","citywide","Proposed","Approved / phased delivery; individual completion unverified","Retain source massing with cited caveat","Not separately specified","true","false","false","false","Gemma storey counts vary by convention and reported completion was not independently verified. Treat source meshes as phased source massing; never resurrect old 50-storey concept.","https://urbantoronto.ca/forum/threads/toronto-pinnacle-uptown-watergarden-137-52m-38s-pinnacle-richmond-architects.28710/page-2 ; https://www7.mississauga.ca/documents/Business/Planning_Justification_Report_-_June_2018_0_and_5044_Hurontario_St.pdf"
"22-14236","watergarden","Pinnacle Uptown / Watergarden / Gemma","citywide","Proposed","Approved / phased delivery; individual completion unverified","Retain source massing with cited caveat","Not separately specified","true","false","false","false","Gemma storey counts vary by convention and reported completion was not independently verified. Treat source meshes as phased source massing; never resurrect old 50-storey concept.","https://urbantoronto.ca/forum/threads/toronto-pinnacle-uptown-watergarden-137-52m-38s-pinnacle-richmond-architects.28710/page-2 ; https://www7.mississauga.ca/documents/Business/Planning_Justification_Report_-_June_2018_0_and_5044_Hurontario_St.pdf"
"22-14237","watergarden","Pinnacle Uptown / Watergarden / Gemma","citywide","Proposed","Approved / phased delivery; individual completion unverified","Retain source massing with cited caveat","Not separately specified","true","false","false","false","Gemma storey counts vary by convention and reported completion was not independently verified. Treat source meshes as phased source massing; never resurrect old 50-storey concept.","https://urbantoronto.ca/forum/threads/toronto-pinnacle-uptown-watergarden-137-52m-38s-pinnacle-richmond-architects.28710/page-2 ; https://www7.mississauga.ca/documents/Business/Planning_Justification_Report_-_June_2018_0_and_5044_Hurontario_St.pdf"
